dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.5
0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.5
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.5
0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.5
0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.5
0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.5
0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.5
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
0.0,1.0,1.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.5
0.0,1.0,1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.5
0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5
0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.5
0.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.5
0.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.5
0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.5
0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
0,0,0,0,0,0,1,-1,1,1
0,0,0,0,0,0,1,-1,-1,1
0,0,0,0,0,0,-1,1,1,1
0,0,0,0,0,0,-1,1,-1,1
0,0,0,0,0,0,1,1,1,1
0,0,0,0,0,0,1,1,-1,1
0,0,0,0,0,0,-1,-1,1,1
0,0,0,0,0,0,-1,-1,-1,1
