dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25
-0.16438,-0.38943,0.858,-0.65914,0.62027,0.10859,0.65266,0.71407,-0.91029,-0.41448,-0.82296,-0.031,-0.91165,-0.69327,0.56352,-0.85822,-0.50618,-0.37474,0.75356,0.21024,-0.92827,-0.49639,-0.83563,-0.35951,0.0
-0.64523,-0.78321,0.07289,0.65747,-0.39788,0.83777,-0.62511,-0.61022,-0.55608,0.97729,-0.36274,0.15381,0.82733,0.72102,-0.41699,-0.06647,-0.15639,0.05367,-0.24768,0.41542,0.29506,-0.17008,0.02909,-0.73443,0.0
0.54529,0.13853,0.26093,0.39742,-0.221,-0.23611,0.74649,0.26863,-0.73514,-0.07428,0.176,-0.47626,-0.17482,0.41107,0.20423,0.64902,0.41709,0.25971,0.311,-0.31893,-0.19843,-0.90142,-0.18569,-0.44824,0.0
-0.28332,-0.31767,0.40112,0.76605,0.16197,-0.82878,0.09879,0.39566,0.64095,-0.32939,-0.183,0.86984,0.83682,0.55354,0.70966,-0.17339,-0.89286,0.24248,0.96506,-0.80665,-0.41665,0.5943,-0.72651,0.97619,0.0
0.6,-0.37472,-0.22025,0.03852,-0.45703,0.03231,-0.49957,-0.14036,0.95884,0.90319,-0.64865,-0.76718,0.70606,-0.96688,-0.91335,-0.59367,-0.21406,0.42611,0.70918,0.88183,0.98764,-0.89597,0.64372,0.36825,0.0
0.39548,-0.85028,-0.94325,-0.56151,-0.74849,-0.09774,-0.76031,-0.74958,0.05341,0.99215,0.48999,-0.7541,-0.88361,-0.25071,0.64941,0.06018,0.15746,-0.94909,0.8184,0.66319,0.19565,0.22781,-0.80058,-0.82988,0.0
-0.58512,-0.08883,0.26474,-0.33379,-0.65252,-0.65882,0.90172,-0.02684,-0.85408,0.43655,-0.42316,-0.88399,0.64458,0.56119,0.03992,-0.22008,-0.8098,-0.21685,0.23349,0.56928,-0.94129,-0.71641,-0.48035,-0.27231,0.0
-0.393,0.33797,0.99153,0.90721,0.50594,-0.92556,-0.85994,0.41367,-0.85344,0.88936,0.81395,0.98804,-0.49598,0.22333,0.27509,-0.71849,0.42533,-0.0478,-0.87134,-0.6917,-0.23221,0.29159,-0.7376,0.29447,0.0
0.6606,-0.02141,-0.93215,0.58439,0.52138,-0.28055,0.92916,-0.67745,-0.70183,-0.17001,0.20009,-0.0441,-0.44139,-0.28886,0.32649,-0.2731,0.60809,0.2108,0.60962,0.55814,0.90144,0.46994,-0.01281,0.39469,0.0
0.25266,-0.86608,0.40348,-0.12598,0.59665,-0.02434,0.88539,-0.35536,-0.00573,0.38923,-0.95723,0.69212,0.47377,0.34758,0.21033,-0.67839,-0.53199,-0.24086,0.83718,-0.70133,-0.91566,-0.74131,-0.23217,-0.5319,0.0
0.67312,-0.34597,0.38645,0.76645,-0.60445,-0.12832,-0.71296,-0.93716,0.99229,0.85065,0.45211,-0.49385,-0.38696,0.92391,-0.7186,-0.45564,0.22068,-0.52986,0.71891,0.933,0.79605,-0.26212,0.70294,0.5824,0.0
0.76502,0.10213,0.56532,-0.56201,0.43884,-0.94921,0.63887,0.14677,-0.04471,0.71064,-0.49077,0.91727,0.6958,-0.11783,0.42124,0.32102,-0.61773,-0.13442,-0.53637,-0.63081,0.50516,0.12276,-0.34803,0.04681,0.0
